Stations_id;Bezugszeitraum;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr;
         1;1991-2020;        46;        .5;       1.4;       5.3;       9.4;      13.6;      17.2;      18.8;      18.4;        14;       9.3;       4.5;       1.2;       9.5;
         3;1991-2020;        46;       3.3;       3.7;       6.6;      10.1;      13.7;      16.7;      18.7;      18.4;      14.9;        11;       6.9;         4;      10.7;
        44;1991-2020;        51;       2.2;       2.5;       5.2;       9.3;      13.1;      15.8;      17.9;      17.6;      13.9;       9.9;       5.8;         3;       9.6;
        52;1991-2020;        46;       1.7;       2.1;       4.5;       8.6;      12.7;      15.7;      17.9;      17.5;      13.9;       9.6;       5.4;       2.6;       9.3;
        61;1991-2020;        46;       -.7;        .4;       4.8;       9.6;      14.1;      17.3;        19;      18.7;      13.9;       8.9;       3.9;        .4;       9.2;
        70;1991-2020;        46;       -.3;        .3;       3.8;       7.7;      11.8;      15.4;      17.1;      16.8;      12.6;       8.4;       3.5;        .7;       8.1;
        71;1991-2020;        46;       -.3;        .2;       3.7;       7.6;      11.7;      15.2;        17;      16.6;      12.5;       8.4;       3.6;        .6;       8.1;
        72;1991-2020;        46;       -.6;       -.1;       3.3;         7;      11.2;      14.7;      16.5;      16.3;      12.1;       8.1;       3.2;        .3;       7.7;
        73;1991-2020;        51;       -.7;        .5;       4.7;       9.6;      14.2;      17.6;      18.9;      18.5;      13.9;         9;       4.1;        .4;       9.2;
        78;1991-2020;        51;       2.2;       2.6;       5.2;       9.2;        13;      15.9;      17.9;      17.5;      13.8;       9.8;       5.8;         3;       9.6;
        91;1991-2020;        51;        .7;       1.3;       4.5;       8.5;      12.6;      15.7;      17.8;      17.3;      13.2;         9;       4.7;       1.6;       8.9;
        93;1991-2020;        46;        .9;       1.4;       4.9;       8.9;        13;        16;      18.1;      17.6;      13.5;       9.1;       4.8;       1.7;       9.2;
        96;1991-2020;        42;        .8;       1.5;       4.3;       9.3;      13.8;      16.9;        19;      18.5;      14.3;       9.6;       4.9;         2;       9.6;
        98;1991-2020;        46;       -.7;       -.4;       2.5;       6.6;      10.5;      13.5;      15.5;      15.3;      11.5;       7.1;       3.1;        .2;       7.1;
       102;1991-2020;        42;       2.7;       2.9;       5.1;       8.8;      12.5;      15.4;      17.8;      17.9;      14.8;      10.7;       6.5;       3.7;       9.9;
       116;1991-2020;        46;        .8;       1.5;       4.8;       9.2;      13.5;      16.8;        19;      18.7;      14.3;       9.6;         5;       1.8;       9.6;
       125;1991-2020;        42;       -.7;       -.2;       3.6;       7.7;        12;      15.5;      17.2;        17;      12.5;       8.5;       3.3;        .3;       8.1;
       129;1991-2020;        46;        .7;       1.4;         4;       8.5;      12.8;      16.1;      18.3;      18.1;      14.1;       9.3;       4.8;       1.8;       9.1;
       131;1991-2020;        42;        .3;       1.1;       4.2;       8.9;      13.2;      16.4;      18.5;      18.2;      13.9;       9.3;       4.6;       1.4;       9.2;
       132;1991-2020;        46;        -2;      -1.3;       2.2;         7;      11.5;      14.9;      16.5;      16.3;      11.9;       7.2;       2.2;        -1;       7.1;
       142;1991-2020;        51;       -.4;        .5;       4.3;       8.9;      13.2;      16.7;      18.4;        18;      13.4;       8.9;       3.8;        .6;       8.8;
       150;1991-2020;        51;       1.8;       2.9;       6.3;      10.5;      14.4;      17.6;      19.7;      19.3;      14.9;      10.2;       5.7;       2.8;      10.5;
       151;1991-2020;        51;       -.3;        .4;       4.3;         9;      13.6;      17.3;        19;      18.5;      13.4;       8.5;       3.8;        .6;         9;
       154;1991-2020;        46;       -.8;        .3;       4.3;       8.7;      13.2;      16.6;      18.1;      17.7;      13.3;       8.8;       3.7;        .2;       8.7;
       161;1991-2020;        42;       2.9;       3.5;       6.8;      10.8;      14.7;      17.9;      19.8;      19.3;      15.2;      10.7;       6.6;       3.6;        11;
       164;1991-2020;        51;        .4;       1.3;       4.1;       9.1;      13.5;      16.8;      18.9;      18.5;      14.3;       9.3;       4.6;       1.6;       9.3;
       167;1991-2020;        42;        .8;       1.3;       3.9;       8.3;      12.7;      16.1;      18.3;      18.1;      14.2;       9.4;       4.8;       1.9;       9.2;
       169;1991-2020;        46;       -.8;       -.3;       2.8;       7.5;      11.8;      14.9;        17;      16.8;      12.4;       7.9;       3.5;        .2;       7.8;
       172;1991-2020;        46;        .8;       1.3;       3.9;         8;      11.9;      14.9;        17;      16.9;      13.2;       9.1;       4.7;       1.8;       8.6;
       174;1991-2020;        46;       1.8;       2.6;       6.1;      10.2;      14.2;      17.6;      19.4;        19;      14.7;      10.2;       5.5;       2.6;      10.3;
       175;1991-2020;        46;         0;        .8;       4.5;       8.8;      13.1;      16.5;      18.3;        18;      13.5;       8.9;         4;        .9;       8.9;
       177;1991-2020;        46;        .1;        .8;       4.4;       8.9;      13.2;      16.6;      18.4;        18;      13.5;       8.9;       4.1;        .9;         9;
       183;1991-2020;        44;       1.5;       1.6;       3.3;       6.6;      10.8;      14.6;      17.4;      17.8;      14.7;      10.2;       5.9;       2.8;       8.9;
       184;1991-2020;        46;       1.1;       1.8;       4.7;       9.4;      13.8;      17.1;      19.1;      18.7;      14.4;       9.5;         5;       2.1;       9.7;
       185;1991-2020;        46;       2.1;       2.1;       4.1;       7.8;      11.8;      15.1;      17.4;      17.4;      14.1;        10;       5.9;       3.1;       9.2;
       186;1991-2020;        46;       1.7;       2.1;       4.8;       8.6;      12.6;      15.6;      17.4;        17;      13.3;       9.4;       5.4;       2.6;       9.2;
       191;1991-2020;        51;        .8;       1.4;       5.1;       9.3;      13.4;      16.9;      18.8;      18.3;      13.7;       9.1;       4.6;       1.6;       9.4;
       193;1991-2020;        46;       1.1;       1.6;       4.7;       8.7;      12.7;      15.8;      17.8;      17.5;      13.5;       9.2;         5;       2.1;       9.1;
       198;1991-2020;        51;        .8;       1.6;         5;       9.6;      13.8;      17.1;      19.3;      19.1;      14.6;       9.7;       4.9;       1.8;       9.7;
       202;1991-2020;        46;       2.1;       2.9;       6.4;      10.6;      14.7;        18;      19.9;      19.3;        15;      10.3;       5.9;       2.9;      10.7;
       207;1991-2020;        46;       1.4;       1.9;         5;       9.5;      13.7;        17;      19.1;      18.8;      14.5;       9.8;       5.3;       2.3;       9.9;
       211;1991-2020;        46;       1.4;         2;       5.4;       9.5;      13.5;      16.7;      18.6;        18;      13.9;       9.4;       5.2;       2.2;       9.7;
       217;1991-2020;        51;       -.2;        .6;       4.2;       8.3;      12.5;        16;      17.7;      17.5;      13.2;         9;         4;        .8;       8.6;
       221;1991-2020;        46;       -.3;        .6;       4.5;       9.1;      13.5;      16.8;      18.6;      18.2;      13.6;       8.9;       3.9;        .6;         9;
       222;1991-2020;        51;        .5;       1.1;         4;       8.4;      12.7;        16;      17.9;      17.5;      13.3;       9.2;       4.4;       1.5;       8.8;
       231;1991-2020;        46;       -.1;        .7;       4.6;       8.8;      13.2;      16.7;      18.4;        18;      13.4;         9;       3.9;        .8;       8.9;
       232;1991-2020;        51;       -.1;        .7;       4.4;       8.8;      13.3;      16.7;      18.3;        18;      13.4;       8.9;       3.9;        .8;       8.9;
       243;1991-2020;        46;       2.6;       2.8;       5.2;       8.8;      12.4;      15.4;      17.6;      17.4;      14.3;      10.3;       6.2;       3.4;       9.7;
       257;1991-2020;        51;       2.3;         3;       6.3;      10.1;      14.2;      17.7;      19.4;        19;      14.7;      10.4;       5.7;       3.1;      10.5;
       259;1991-2020;        51;       2.4;         3;       6.4;      10.3;      14.3;      17.6;      19.6;      19.2;      14.9;      10.6;       5.9;       3.2;      10.6;
       268;1991-2020;        46;        .3;        .9;         4;       7.8;        12;      15.4;      17.2;        17;      12.8;       8.7;         4;       1.3;       8.4;
       273;1991-2020;        46;        .3;         1;       4.9;       9.1;      13.6;      17.2;      18.8;      18.3;      13.9;       9.4;       4.3;       1.1;       9.3;
       282;1991-2020;        51;        .7;       1.3;       4.9;       9.4;      13.8;      17.2;      18.9;      18.4;      13.7;       9.1;       4.5;       1.6;       9.4;
       283;1991-2020;        46;        .4;       1.1;       4.6;       9.1;      13.5;      16.8;      18.6;      18.1;      13.6;         9;       4.4;       1.3;       9.2;
       284;1991-2020;        46;        .4;        .9;       4.5;         9;      13.5;      16.8;      18.6;      18.1;      13.5;         9;       4.3;       1.3;       9.2;
       288;1991-2020;        46;        .7;       1.4;       3.9;       8.4;      12.7;      16.2;      18.4;      18.2;      14.3;       9.4;       4.9;       1.9;       9.2;
       294;1991-2020;        51;       2.2;       2.9;       5.4;       9.8;      13.7;      16.7;      18.7;      18.6;      14.7;      10.4;       6.1;       3.2;      10.2;
       298;1991-2020;        51;       1.1;       1.6;       3.5;       7.7;      11.8;      15.2;      17.6;      17.5;      13.9;       9.5;       5.2;       2.3;       8.8;
       303;1991-2020;        42;        .8;       1.7;       4.6;       9.5;      14.1;      17.4;      19.3;      18.8;      14.3;       9.5;       4.9;       1.9;       9.7;
       314;1991-2020;        51;        .5;       1.6;       4.6;       9.5;      13.7;      17.1;      19.1;        19;      14.8;        10;       5.3;       1.7;       9.7;
       320;1991-2020;        51;         0;        .8;       4.3;       8.7;      13.2;      16.7;      18.4;      17.8;      13.3;       8.8;       4.2;         1;       8.9;
       326;1991-2020;        46;       2.5;         3;       5.8;       9.8;      13.6;      16.5;      18.5;      18.2;      14.5;      10.3;       6.2;       3.3;      10.2;
       327;1991-2020;        46;       2.2;       2.4;       4.7;       8.7;      12.6;      15.5;      17.8;      17.5;      14.2;      10.1;       5.7;         3;       9.5;
       330;1991-2020;        51;        .5;       1.3;       4.9;       9.2;      13.1;      16.3;      18.2;        18;      13.7;       9.2;       4.4;       1.4;       9.2;
       335;1991-2020;        46;         2;       2.3;       4.4;       8.2;      12.2;      15.6;      17.9;      17.8;      14.4;      10.1;       5.9;       3.1;       9.5;
       342;1991-2020;        42;       2.2;       2.7;       5.4;       9.4;      13.2;      16.1;      18.3;        18;      14.2;      10.1;         6;       3.1;       9.9;
       348;1991-2020;        46;       2.8;       3.5;       6.8;      10.7;      14.5;      17.6;      19.6;      19.2;      15.1;      10.8;       6.5;       3.5;      10.9;
       355;1991-2020;        46;       2.4;       3.2;       6.9;      11.3;      15.2;      18.5;      20.4;      19.9;      15.5;      10.7;       6.2;       3.1;      11.1;
       361;1991-2020;        46;       -.7;        .5;       4.3;       8.7;      13.1;      16.5;      18.1;      17.8;      13.5;         9;       3.8;        .1;       8.7;
       365;1991-2020;        46;       -.3;        .4;       4.2;       8.8;      13.2;      16.5;      18.3;      17.8;      13.4;       8.7;       3.8;        .6;       8.8;
       368;1991-2020;        42;       1.6;       1.9;       4.7;       9.1;      13.1;      16.2;      18.1;      17.7;      13.8;       9.4;       5.2;       2.4;       9.4;
       377;1991-2020;        51;       2.4;       3.3;         7;      11.2;      15.1;      18.3;      20.3;      19.7;      15.5;        11;       6.1;       3.2;        11;
       379;1991-2020;        42;        .4;         1;       4.4;       8.7;      12.9;      16.2;      18.2;      17.8;      13.5;         9;       4.5;       1.4;         9;
       386;1991-2020;        46;        .2;        .7;       3.8;         8;      11.9;        15;        17;      16.6;      12.6;       8.2;       4.1;       1.1;       8.3;
       390;1991-2020;        44;       -.8;       -.2;       2.8;       6.9;      10.8;      13.9;        16;      15.6;      11.8;       7.5;       3.1;        .1;       7.2;
       395;1991-2020;        46;        .8;       1.8;       4.9;       9.9;      14.3;      17.8;      19.7;      19.3;      14.8;       9.7;         5;       1.9;        10;
       399;1991-2020;        46;       1.5;       2.5;       5.5;      10.7;      15.1;      18.4;      20.4;        20;      15.5;      10.4;       5.6;       2.5;      10.7;
       400;1991-2020;        51;        .9;         2;       4.7;       9.9;      14.3;      17.5;      19.4;      18.9;      14.4;       9.6;         5;         2;       9.9;
       402;1991-2020;        46;         1;       1.9;       4.9;        10;      14.3;      17.4;      19.5;      18.9;      14.5;       9.6;       5.1;         2;       9.9;
       403;1991-2020;        51;        .9;       1.9;       4.9;        10;      14.2;      17.4;      19.4;      18.9;      14.5;       9.6;         5;         2;       9.8;
       405;1991-2020;        46;        .8;       1.7;       4.7;       9.8;      14.3;      17.6;      19.6;        19;      14.5;       9.5;       4.8;       1.8;       9.8;
       407;1991-2020;        46;       1.1;       1.9;       4.9;      10.1;      14.5;      17.7;      19.7;      19.2;      14.8;       9.9;       5.2;       2.2;      10.1;
       408;1991-2020;        46;       1.3;       2.2;       5.2;      10.3;      14.7;      18.1;        20;      19.7;      15.2;      10.1;       5.4;       2.3;      10.4;
       410;1991-2020;        46;        .6;       1.5;       4.4;       9.6;      14.1;      17.3;      19.3;      18.6;      14.1;       9.2;       4.7;       1.7;       9.6;
       416;1991-2020;        46;         1;       1.9;       4.9;      10.1;      14.5;      17.8;      19.8;      19.3;      14.9;       9.8;       5.1;         2;      10.1;
       417;1991-2020;        46;       1.1;         2;       5.1;      10.1;      14.4;      17.7;      19.7;      19.2;      14.7;       9.7;       5.2;       2.1;      10.1;
       420;1991-2020;        42;       1.1;       2.1;         5;      10.2;      14.6;      17.8;      19.9;      19.4;        15;       9.9;       5.2;       2.1;      10.2;
       422;1991-2020;        46;       1.3;       2.2;       5.2;      10.3;      14.7;      18.1;        20;      19.7;      15.2;      10.1;       5.4;       2.3;      10.4;
       424;1991-2020;        46;       1.3;       2.2;       5.3;      10.5;      14.9;      18.2;      20.2;      19.7;      15.3;      10.1;       5.4;       2.3;      10.4;
       425;1991-2020;        46;        .8;       1.8;       4.9;       9.9;      14.4;      17.8;      19.7;      19.3;      14.8;       9.7;         5;       1.9;        10;
       427;1991-2020;        51;        .7;       1.6;       4.8;        10;      14.5;      17.8;      19.9;      19.4;      14.9;       9.8;       4.9;       1.8;        10;
       429;1991-2020;        46;       1.1;         2;         5;      10.1;      14.5;      17.7;      19.8;      19.3;      14.9;       9.9;       5.2;       2.1;      10.1;
       430;1991-2020;        51;       1.3;       2.2;       5.1;      10.3;      14.6;      17.8;      19.9;      19.5;        15;      10.1;       5.4;       2.3;      10.2;
       432;1991-2020;        46;       1.2;       2.1;       5.1;      10.2;      14.6;      17.9;      19.9;      19.4;        15;        10;       5.3;       2.2;      10.3;
       433;1991-2020;        51;       1.2;       2.2;       5.2;      10.4;      14.8;      18.1;      20.2;      19.8;      15.2;      10.2;       5.4;       2.3;      10.4;
       434;1991-2020;        46;       1.1;         2;       5.1;      10.2;      14.6;        18;        20;      19.6;      15.1;        10;       5.3;       2.1;      10.3;
       435;1991-2020;        46;       1.1;         2;         5;      10.1;      14.5;      17.7;      19.7;      19.1;      14.7;       9.7;       5.2;       2.1;      10.1;
       445;1991-2020;        51;       1.3;       1.8;       5.2;       9.9;        14;      17.3;      19.7;      19.4;        15;        10;       5.2;       2.2;      10.1;
       450;1991-2020;        46;       2.8;       3.4;       6.8;      10.7;      14.7;      17.9;      19.8;      19.3;      15.1;      10.9;       6.6;       3.6;        11;
       460;1991-2020;        42;       1.4;       2.3;       5.8;       9.6;      13.4;      16.7;      18.8;      18.4;      14.3;       9.9;       5.1;       2.2;       9.8;
       474;1991-2020;        46;       -.3;        .3;       4.1;       8.3;      12.6;      16.2;      17.9;      17.4;      13.1;       8.6;       3.7;        .5;       8.5;
       480;1991-2020;        46;        .6;       1.1;       4.3;       8.5;      12.6;      15.7;      17.6;        17;      12.9;       8.6;       4.5;       1.5;       8.7;
       502;1991-2020;        46;        .2;        .8;       4.2;       8.5;      12.6;      15.8;      17.7;      17.3;      13.1;       8.6;         4;       1.1;       8.7;
       524;1991-2020;        46;       1.4;       2.1;       5.3;        10;      14.3;      17.6;      19.7;      19.3;      14.8;        10;       5.4;       2.3;      10.2;
       526;1991-2020;        46;        .8;       1.4;       4.7;       9.1;      13.2;      16.5;      18.6;      18.1;      13.6;       9.1;       4.8;       1.7;       9.3;
       535;1991-2020;        42;        .9;       1.5;       4.7;       8.6;      12.4;      15.6;      17.7;      17.4;      13.4;       9.1;       4.7;       1.8;         9;
       550;1991-2020;        46;        .3;        .9;       4.1;       8.5;      12.8;      16.1;      18.2;      17.8;      13.6;         9;       4.4;       1.2;       8.9;
       553;1991-2020;        46;       3.2;       3.7;       6.4;      10.1;        14;      16.8;      18.8;      18.3;      14.8;      10.8;       6.7;       3.8;      10.6;
       554;1991-2020;        42;       3.2;       3.7;       6.5;      10.2;        14;      16.8;      18.9;      18.3;      14.8;      10.8;       6.8;       3.9;      10.7;
       555;1991-2020;        46;       3.1;       3.5;       6.4;      10.1;      13.9;      16.9;      18.9;      18.3;      14.6;      10.7;       6.7;       3.8;      10.6;
       576;1991-2020;        46;        .7;       1.5;       4.9;         9;      13.1;      16.5;      18.4;      17.9;      13.6;       9.3;       4.5;       1.6;       9.3;
       578;1991-2020;        46;       -.4;        .4;       4.3;       8.8;      13.1;      16.6;      18.3;        18;      13.4;       8.7;       3.7;        .6;       8.8;
       588;1991-2020;        46;       1.8;       2.4;       5.4;       9.6;      13.6;      16.6;      18.6;      18.2;      14.3;       9.9;       5.7;       2.7;       9.9;
       591;1991-2020;        51;       1.4;       2.1;       4.5;       9.1;      13.3;      16.3;      18.5;      18.2;      14.4;       9.7;       5.1;       2.3;       9.5;
       592;1991-2020;        46;       1.9;       2.2;       4.6;       8.7;      12.6;      15.6;      17.9;      17.6;      14.1;       9.8;       5.6;       2.8;       9.4;
       596;1991-2020;        51;       1.7;       2.1;       4.3;       7.9;      11.9;      15.3;      17.7;      17.8;      14.5;      10.1;       5.7;       2.8;       9.3;
       598;1991-2020;        46;       3.2;       3.8;       6.9;      10.7;      14.5;      17.6;      19.5;        19;      15.2;      10.9;       6.9;         4;        11;
       599;1991-2020;        46;       3.3;       3.9;       6.9;      10.8;      14.6;      17.6;      19.5;        19;      15.2;      10.9;       6.9;         4;        11;
       601;1991-2020;        46;       2.7;       3.3;       6.4;      10.1;        14;        17;      18.9;      18.6;      14.7;      10.5;       6.4;       3.5;      10.5;
       603;1991-2020;        42;       2.7;       3.3;       6.5;      10.2;      13.9;        17;      18.9;      18.5;      14.7;      10.6;       6.4;       3.5;      10.5;
       606;1991-2020;        46;       -.3;        .5;       4.3;       8.5;      12.9;      16.5;      18.1;      17.6;      13.2;       8.9;       3.8;        .6;       8.7;
       614;1991-2020;        46;       1.1;       1.7;       4.8;         9;        13;        16;        18;      17.7;      13.7;       9.4;       5.1;         2;       9.3;
       617;1991-2020;        42;       3.1;       3.5;       6.3;      10.1;        14;      16.8;      18.7;      18.2;      14.7;      10.7;       6.6;       3.8;      10.5;
       619;1991-2020;        46;       3.2;       3.2;       5.4;       8.8;      12.3;      15.3;      17.7;        18;      15.2;      11.2;         7;       4.2;      10.1;
       642;1991-2020;        46;       2.5;       2.7;       5.2;       9.2;        13;        16;      18.1;      17.9;      14.5;      10.3;       6.1;       3.3;       9.9;
       643;1991-2020;        46;       2.5;       2.8;       5.2;       9.2;        13;        16;      18.1;      17.9;      14.5;      10.3;       6.1;       3.3;       9.9;
       645;1991-2020;        46;       2.3;       2.7;       5.3;       9.3;      13.2;        16;      18.1;      17.8;      14.1;        10;       5.9;       3.1;       9.8;
       648;1991-2020;        46;       1.9;       2.2;       4.6;       8.6;      12.5;      15.6;      17.8;      17.5;        14;       9.7;       5.6;       2.8;       9.4;
       650;1991-2020;        46;       1.2;       1.9;       4.9;       9.8;      14.1;      17.4;      19.4;      18.9;      14.6;       9.8;       5.2;       2.2;       9.9;
       652;1991-2020;        46;        .2;        .9;       4.5;       8.8;      13.2;      16.6;      18.5;        18;      13.5;       8.8;       4.2;       1.1;         9;
       656;1991-2020;        51;      -1.6;      -1.2;       1.6;       6.2;      10.4;      13.2;      15.4;      15.1;        11;       6.7;       2.5;       -.7;       6.5;
       660;1991-2020;        46;       1.7;       2.3;       5.2;       9.7;      13.7;      16.7;      18.8;      18.5;      14.5;      10.1;       5.7;       2.7;        10;
       661;1991-2020;        46;       1.8;       2.3;       5.3;       9.7;      13.7;      16.8;      18.8;      18.6;      14.5;      10.1;       5.7;       2.8;        10;
       662;1991-2020;        51;       1.8;       2.4;       5.2;       9.6;      13.5;      16.6;      18.7;      18.4;      14.5;      10.1;       5.7;       2.8;       9.9;
       685;1991-2020;        46;       -.4;        .1;       3.5;       7.6;      11.7;        15;      16.9;      16.5;      12.4;       8.1;       3.5;        .5;       7.9;
       691;1991-2020;        51;       2.2;       2.6;       5.2;       9.4;      13.2;      16.1;      18.3;        18;      14.3;        10;       5.8;       3.1;       9.8;
       699;1991-2020;        46;       2.3;       2.6;       5.2;       9.4;      13.2;      16.2;      18.4;        18;      14.3;        10;       5.9;       3.1;       9.9;
       701;1991-2020;        51;       2.4;       2.8;       5.3;       9.4;      13.2;      16.1;      18.4;      18.4;        15;      10.6;       6.3;       3.4;      10.1;
       702;1991-2020;        46;       2.5;       2.8;       5.2;       9.2;        13;        16;      18.2;      18.2;      14.9;      10.6;       6.2;       3.4;        10;
       703;1991-2020;        46;       2.1;       2.5;       4.9;       8.9;      12.9;      15.8;      17.9;      17.6;      14.1;        10;       5.8;         3;       9.6;
       704;1991-2020;        42;       2.2;       2.4;       4.8;       8.9;      12.8;      15.7;      17.9;      17.5;        14;        10;       5.7;         3;       9.6;
       705;1991-2020;        46;       2.2;       2.5;       4.9;       8.9;      12.9;      15.9;        18;      17.6;      14.1;        10;       5.8;         3;       9.7;
       706;1991-2020;        46;       2.4;       3.3;       6.9;      10.8;      14.9;      18.4;      20.2;      19.6;      15.2;      10.8;       6.1;       3.3;        11;
       710;1991-2020;        46;       1.9;       2.6;       6.2;      10.2;      14.3;      17.8;      19.7;      19.2;      14.8;      10.2;       5.7;       2.6;      10.4;
       717;1991-2020;        46;        .5;        .9;       3.7;       7.6;      11.6;      14.5;      16.5;      16.2;      12.6;       8.5;       4.4;       1.4;       8.2;
       722;1991-2020;        51;      -3.3;      -3.3;      -1.2;       2.9;       6.8;       9.8;      12.1;        12;       8.3;       4.4;        .7;      -2.2;       3.9;
       727;1991-2020;        46;       1.3;         2;       5.4;       9.6;      13.7;      17.1;      18.9;      18.5;      14.3;       9.6;         5;       2.1;       9.8;
       729;1991-2020;        46;      -1.1;       -.5;       2.8;       7.4;      11.3;      14.6;      16.6;      16.3;      12.1;       7.6;       3.2;       -.2;       7.5;
       736;1991-2020;        46;        .9;       1.6;       4.9;       8.8;      12.7;        16;      17.9;      17.5;      13.4;       9.2;       4.8;       1.9;       9.1;
       755;1991-2020;        51;        .5;       1.1;       4.6;       8.9;        13;      16.6;      18.5;        18;      13.5;       8.8;       4.3;       1.4;       9.1;
       757;1991-2020;        51;       1.6;       2.3;       5.8;       9.4;      13.4;      16.8;      18.6;      18.3;      14.3;      10.2;       5.4;       2.6;       9.8;
       760;1991-2020;        42;       1.6;         2;       4.5;       8.7;      12.7;      15.7;      17.8;      17.5;      13.8;       9.5;       5.2;       2.5;       9.3;
       766;1991-2020;        42;        .6;       1.2;       4.5;       8.3;      12.2;      15.4;      17.3;      16.9;      13.2;       8.8;       4.3;       1.4;       8.7;
       769;1991-2020;        42;       2.5;       2.9;       5.8;       9.9;      13.6;      16.7;      18.8;      18.8;      14.9;      10.6;       6.3;       3.3;      10.3;
       771;1991-2020;        46;       1.7;       2.5;       6.1;      10.3;      14.4;      17.6;      19.5;      18.9;      14.7;        10;       5.7;       2.6;      10.3;
       772;1991-2020;        46;       2.5;       3.3;         7;      10.8;        15;      18.3;        20;      19.6;      15.4;      10.8;         6;       3.2;        11;
       773;1991-2020;        46;         1;       1.7;         5;       8.8;      12.9;      16.2;        18;      17.7;      13.6;       9.3;       4.6;       1.8;       9.2;
       793;1991-2020;        46;        .5;       1.1;       4.4;       8.2;      12.1;      15.3;      17.3;      16.9;      12.9;       8.8;       4.4;       1.4;       8.6;
       807;1991-2020;        46;        .5;       1.3;       4.9;       9.3;      13.6;      17.1;      18.9;      18.3;      13.8;       9.1;       4.5;       1.4;       9.4;
       817;1991-2020;        51;        .5;       1.1;       4.4;       8.4;      12.7;      15.9;      17.9;      17.3;        13;       8.6;       4.5;       1.4;       8.8;
       833;1991-2020;        46;      -1.5;        -1;       2.2;       6.8;      11.3;      14.5;      16.5;      16.1;      11.9;       7.4;       2.8;       -.5;       7.2;
       840;1991-2020;        51;        -3;      -2.5;        .4;         5;       9.2;      12.5;      14.5;      14.3;      10.3;       5.9;       1.4;      -1.9;       5.4;
       848;1991-2020;        46;       1.9;       2.4;       5.2;       9.8;        14;      16.9;      19.1;      18.5;      14.4;       9.9;       5.6;       2.8;        10;
       850;1991-2020;        42;       1.9;       2.4;       5.2;       9.7;      13.9;      16.9;        19;      18.6;      14.4;       9.9;       5.6;       2.8;        10;
       851;1991-2020;        46;       -.6;        .1;         4;       8.8;      13.4;      16.7;      18.4;      17.9;      13.3;       8.6;       3.6;        .2;       8.7;
       853;1991-2020;        51;        .2;        .8;       3.9;       8.7;      12.9;        16;      18.2;      18.1;      13.8;       9.2;       4.4;       1.2;       8.9;
       856;1991-2020;        42;       -.2;        .7;       4.4;         9;      13.3;      16.8;      18.4;      18.1;      13.7;       9.2;       4.1;        .8;         9;
       863;1991-2020;        46;       -.9;       -.5;       2.2;       6.8;      10.9;      13.9;        16;      15.7;      11.8;       7.5;       3.1;        .1;       7.2;
       865;1991-2020;        46;       2.3;       2.7;       5.2;       9.3;      13.1;        16;        18;      17.7;      14.1;        10;       5.9;       3.1;       9.8;
       867;1991-2020;        51;         0;        .7;       4.5;       9.1;      13.3;      16.6;      18.4;      18.1;      13.7;         9;       4.2;         1;       9.1;
       876;1991-2020;        46;        .5;       1.3;       4.4;         9;      13.3;      16.7;      18.8;      18.5;      14.1;       9.4;       4.7;       1.6;       9.4;
       879;1991-2020;        46;        .8;       1.8;       4.8;       9.9;      14.5;      17.9;      19.8;      19.3;      14.6;       9.8;       5.1;       1.9;        10;
       880;1991-2020;        51;        .8;       1.7;       4.8;        10;      14.5;      17.9;      19.8;      19.3;      14.6;       9.8;       5.1;       1.9;        10;
       881;1991-2020;        46;        .4;       1.1;       4.7;         9;      13.4;      16.8;      18.6;      18.2;      13.7;       9.1;       4.3;       1.3;       9.2;
       888;1991-2020;        46;        .5;       1.3;       4.6;       9.1;      13.3;      16.6;      18.7;      18.5;        14;       9.4;       4.7;       1.5;       9.3;
       891;1991-2020;        51;       2.7;       2.9;         5;       8.8;      12.6;      15.7;        18;      18.2;      15.1;      10.9;       6.5;       3.6;       9.9;
       896;1991-2020;        44;         1;       1.7;       4.9;       9.3;      13.6;      17.1;      19.1;      18.6;      14.2;       9.5;       4.9;         2;       9.6;
       917;1991-2020;        42;         2;       2.7;       6.2;      10.4;      14.4;      17.8;      19.7;        19;      14.7;      10.1;       5.7;       2.8;      10.5;
       918;1991-2020;        46;       2.2;         3;       6.5;      10.8;      14.8;      18.2;        20;      19.5;      15.1;      10.4;       5.9;       2.9;      10.8;
       919;1991-2020;        46;       2.1;       2.8;       6.3;      10.5;      14.6;        18;      19.8;      19.2;      14.8;      10.2;       5.8;       2.9;      10.6;
       931;1991-2020;        46;       -.3;        .4;       4.1;       8.1;      12.4;      15.9;      17.6;      17.4;      13.1;       8.7;       3.6;        .4;       8.4;
       948;1991-2020;        46;       1.3;       2.1;       5.2;        10;      14.3;      17.6;      19.7;      19.2;      14.8;       9.9;       5.3;       2.2;      10.1;
       953;1991-2020;        42;         1;       1.6;       4.7;       8.5;      12.4;      15.5;      17.6;      17.3;      13.4;       9.3;       4.9;       1.9;         9;
       963;1991-2020;        51;       2.1;       2.7;       5.4;       9.5;      13.4;      16.3;      18.4;      17.9;      14.2;       9.9;       5.8;       3.1;       9.9;
       964;1991-2020;        46;        .9;       1.5;       4.7;       8.5;      12.4;      15.6;      17.5;        17;      13.1;         9;       4.6;       1.8;       8.9;
