Stations_id;Bezugszeitraum;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr;
      1441;1991-2020;        46;       -.2;        .5;       3.6;       8.2;      12.5;      15.9;      17.9;      17.7;      13.3;       8.7;       4.1;        .8;       8.6;
      1443;1991-2020;        51;       2.5;       3.5;         7;      10.8;      14.9;      18.3;      20.1;      19.7;      15.4;      10.9;       6.1;       3.4;        11;
      1447;1991-2020;        46;       2.9;       3.9;       7.5;      11.2;      15.4;      18.9;      20.7;      20.3;      15.8;      11.4;       6.5;       3.7;      11.5;
      1451;1991-2020;        51;         2;       2.3;       4.6;       8.7;      12.6;      15.6;      17.9;      17.7;      14.3;        10;       5.7;       2.9;       9.5;
      1468;1991-2020;        51;       -.4;        .1;       3.1;         7;      11.1;      14.5;      16.4;      16.2;      12.2;       8.2;       3.5;        .6;       7.7;
      1473;1991-2020;        46;       -.1;        .7;       4.4;         9;      13.5;      16.9;      18.6;      18.3;      13.6;       8.9;         4;        .8;       9.1;
      1488;1991-2020;        46;       -.4;        .1;       2.8;         7;      11.2;      14.5;      16.6;      16.3;      12.3;         8;       3.6;        .6;       7.7;
      1490;1991-2020;        46;        .8;       1.6;       5.7;        10;      14.2;      17.9;      19.5;        19;      14.5;       9.9;       4.9;       1.7;        10;
      1492;1991-2020;        46;        .1;        .2;       3.1;       6.6;      10.8;      14.3;      16.2;      15.9;      11.9;       8.2;       3.5;        .9;       7.6;
      1503;1991-2020;        42;       2.6;       2.9;       5.5;       9.5;      13.3;      16.2;      18.2;      17.8;      14.3;      10.2;       6.2;       3.4;        10;
      1504;1991-2020;        42;       1.3;       1.9;       5.1;       9.4;      13.3;      16.5;      18.5;      18.1;      13.9;       9.4;       5.2;       2.2;       9.6;
      1513;1991-2020;        46;       -.7;       -.2;         3;         7;      10.9;        14;        16;      15.7;      11.9;       7.8;       3.2;        .2;       7.4;
      1515;1991-2020;        46;       -.2;        .6;       4.4;         9;      13.2;      16.7;      18.5;      18.2;      13.6;         9;         4;        .7;         9;
      1522;1991-2020;        46;        .6;       1.4;         5;       9.6;        14;      17.4;      19.2;      18.7;      14.1;       9.4;       4.6;       1.5;       9.6;
      1526;1991-2020;        42;        .8;       1.5;       4.9;       9.1;      13.1;      16.4;      18.3;      17.7;      13.5;         9;       4.9;       1.8;       9.3;
      1544;1991-2020;        51;       1.2;       1.8;       4.7;       9.2;      13.6;      16.8;      19.1;      18.3;      14.3;       9.6;       5.1;       2.3;       9.7;
      1550;1991-2020;        51;      -2.1;       -.5;       3.5;       7.8;      12.1;      15.5;      17.1;      16.6;      12.5;       8.2;       2.7;      -1.4;       7.6;
      1552;1991-2020;        46;        .7;       1.5;       4.4;       9.3;      13.7;        17;      19.2;      18.8;      14.6;       9.6;       4.9;       1.8;       9.6;
      1568;1991-2020;        46;        -3;      -2.5;        .4;       4.9;       9.1;      12.2;      14.3;      14.2;      10.1;       5.7;       1.2;      -1.9;       5.4;
      1580;1991-2020;        51;       2.5;       3.3;       6.8;        11;        15;      18.3;      20.2;      19.7;      15.4;      10.6;       6.2;       3.2;        11;
      1583;1991-2020;        46;      -2.4;      -1.7;       1.3;       6.2;      10.6;      13.8;      15.9;      15.7;      11.4;       6.5;       1.9;      -1.5;       6.5;
      1584;1991-2020;        42;       -.2;        .4;         4;       8.1;      12.2;      15.9;      17.6;      17.2;      12.9;       8.5;       3.6;        .5;       8.4;
      1586;1991-2020;        46;       -.4;        .6;       4.2;       8.7;        13;      16.5;      18.1;      17.8;      13.5;       9.1;         4;        .5;       8.8;
      1587;1991-2020;        42;       -.7;        .3;       4.1;       8.7;        13;      16.4;      18.2;      17.9;      13.4;       8.7;       3.6;        .3;       8.7;
      1590;1991-2020;        51;       3.3;       3.8;       6.7;      10.4;      14.3;      17.1;        19;      18.4;        15;        11;       6.9;         4;      10.8;
      1593;1991-2020;        46;       1.7;       2.4;       5.9;      10.3;      14.3;      17.5;      19.4;      18.8;      14.5;       9.9;       5.6;       2.5;      10.2;
      1602;1991-2020;        51;       2.4;       3.1;       6.6;      10.7;      14.7;        18;      19.9;      19.3;      15.4;      10.9;       6.1;       3.3;      10.8;
      1605;1991-2020;        42;       1.1;       1.8;       4.7;       9.4;      13.8;      17.2;      19.3;      18.7;      14.4;       9.5;         5;       2.1;       9.8;
      1612;1991-2020;        51;        .3;         1;       4.3;       8.8;        13;      16.3;      18.6;      18.3;      13.9;       9.2;       4.5;       1.3;       9.1;
      1617;1991-2020;        46;       1.1;       1.7;       4.5;       8.9;      13.1;      16.3;      18.4;      18.1;      13.9;       9.5;       5.1;       2.1;       9.4;
      1619;1991-2020;        46;       2.4;       3.2;       6.8;      11.2;      15.1;      18.5;      20.3;      19.8;      15.4;      10.6;       6.2;       3.2;      11.1;
      1621;1991-2020;        46;       -.3;        .4;       3.8;       8.3;      12.3;      15.5;      17.4;      17.2;      12.9;       8.3;       3.7;        .6;       8.4;
      1638;1991-2020;        46;       1.6;       2.3;       5.8;        10;        14;      17.1;      19.2;      18.7;      14.3;       9.7;       5.4;       2.4;        10;
      1639;1991-2020;        51;       1.3;         2;       5.5;       9.6;      13.6;      16.9;      18.8;      18.3;        14;       9.4;       5.1;       2.1;       9.7;
      1645;1991-2020;        42;        .2;        .8;         4;       8.1;      12.1;      15.4;      17.2;      16.8;      12.6;       8.3;       4.2;       1.2;       8.4;
      1666;1991-2020;        44;         2;       2.1;       3.9;       7.8;        12;        15;      17.2;      17.3;      14.1;        10;       5.9;       3.2;       9.2;
      1667;1991-2020;        46;         2;       2.3;       4.6;       8.7;      12.6;      15.6;      17.8;      17.7;      14.2;       9.9;       5.7;       2.9;       9.5;
      1684;1991-2020;        51;       -.2;        .9;       4.1;       9.3;      13.6;      16.9;      18.9;      18.7;      14.1;       9.4;       4.6;         1;       9.2;
      1689;1991-2020;        46;       -.3;        .4;         4;       8.6;      12.9;      16.2;      17.9;      17.5;      13.1;       8.6;       3.8;        .6;       8.6;
      1691;1991-2020;        51;       1.4;         2;         5;       9.1;      12.9;      15.9;      17.9;      17.9;      13.9;       9.6;       5.4;       2.4;       9.4;
      1694;1991-2020;        42;         1;       1.5;       4.1;       8.6;      12.9;      16.1;      18.3;        18;        14;       9.4;       4.9;         2;       9.2;
      1709;1991-2020;        46;       -.9;       -.1;         3;       7.8;        12;      15.4;      17.5;      17.1;      12.7;       8.1;       3.4;        .1;         8;
      1721;1991-2020;        44;       -.4;        .5;       4.2;       8.9;      13.1;      16.4;      18.3;        18;      13.5;       8.7;       3.8;        .5;       8.8;
      1735;1991-2020;        51;      -1.6;       -.6;       3.1;       8.3;      12.7;        16;      17.5;      17.3;      13.1;       8.3;       3.1;       -.6;         8;
      1736;1991-2020;        51;       1.4;       1.9;       4.4;       8.7;      12.8;      15.9;      18.1;      17.6;      13.8;       9.3;       5.1;       2.4;       9.2;
      1748;1991-2020;        46;       -.7;       -.1;       3.3;       7.6;      11.6;      14.7;      16.6;      16.5;      12.4;       7.9;       3.4;        .3;       7.8;
      1757;1991-2020;        51;       1.1;       1.6;         4;       8.1;      12.4;      15.8;      18.1;        18;      14.2;       9.6;       5.2;       2.2;       9.1;
      1759;1991-2020;        42;       1.1;       1.5;       3.6;       7.6;      12.1;      15.7;      18.2;      18.2;      14.6;       9.9;       5.4;       2.2;       9.2;
      1762;1991-2020;        46;        .3;         1;       4.3;       8.8;      13.1;      16.4;      18.4;        18;      13.5;         9;       4.5;       1.4;         9;
      1766;1991-2020;        51;       2.7;       3.1;         6;       9.9;      13.8;      16.7;      18.8;      18.4;      14.6;      10.4;       6.3;       3.5;      10.3;
      1792;1991-2020;        42;       2.6;         3;       5.5;       9.5;      13.3;      16.1;      18.2;      17.8;      14.3;      10.2;       6.2;       3.4;        10;
      1803;1991-2020;        51;        .9;       1.5;       3.7;       8.1;      12.3;      15.5;      17.7;      17.5;      13.7;       9.2;       4.9;         2;       8.9;
      1832;1991-2020;        44;      -3.8;      -4.1;      -1.6;       2.7;       7.1;      10.5;      12.3;      12.4;       8.3;       4.7;        .5;      -2.8;       3.8;
      1833;1991-2020;        46;      -3.7;      -3.3;       -.4;         4;       8.8;      12.1;      13.5;      13.5;       9.4;       5.4;        .7;      -2.6;       4.8;
      1834;1991-2020;        46;      -2.7;      -2.3;        .7;       5.3;       9.4;      12.6;      14.5;      14.3;      10.4;       6.1;       1.4;      -1.8;       5.7;
      1844;1991-2020;        46;       -.3;        .6;       4.5;       9.1;      13.4;      16.9;      18.5;      18.1;      13.6;       9.1;         4;        .6;         9;
      1849;1991-2020;        46;       -.4;        .7;       4.7;       9.3;      13.7;        17;      18.7;      18.5;      13.9;       9.1;       3.9;        .7;       9.1;
      1863;1991-2020;        42;       1.2;       1.9;       5.5;       9.7;      13.7;      16.8;      18.8;      18.2;        14;       9.6;       5.2;       2.1;       9.7;
      1869;1991-2020;        42;        .3;       1.1;       3.8;       8.7;        13;      16.3;      18.8;      18.5;      14.3;       9.3;       4.6;       1.5;       9.2;
      1875;1991-2020;        46;        .4;        .9;       4.5;       8.7;        13;      16.4;      18.3;      17.9;      13.4;         9;       4.3;       1.2;         9;
      1886;1991-2020;        42;        .2;        .9;       4.8;       9.1;      13.4;      16.9;      18.6;      18.2;      13.6;       9.1;       4.1;         1;       9.2;
      1890;1991-2020;        46;       1.1;       1.6;       4.1;       8.6;      12.8;      16.1;      18.3;      18.1;      14.2;       9.6;       5.1;       2.2;       9.3;
      1891;1991-2020;        46;       2.6;       3.1;         6;        10;      13.9;      16.8;      18.9;      18.4;      14.5;      10.3;       6.3;       3.4;      10.4;
      1920;1991-2020;        46;       3.1;       3.5;       6.3;        10;      13.9;      16.9;      18.8;      18.3;      14.6;      10.7;       6.7;       3.8;      10.5;
      1957;1991-2020;        46;       1.4;       2.1;       5.2;       9.9;      14.1;      17.3;      19.5;      19.1;      14.7;        10;       5.4;       2.3;      10.1;
      1960;1991-2020;        46;       1.4;         2;       5.2;       9.8;      14.1;      17.3;      19.6;      19.2;      14.8;        10;       5.3;       2.3;      10.1;
      1964;1991-2020;        46;       1.4;         2;       5.3;         9;      12.9;      16.1;        18;      17.5;      13.6;       9.5;       5.2;       2.3;       9.4;
      1972;1991-2020;        46;       1.9;       2.4;         5;       9.3;      13.4;      16.4;      18.6;      18.2;      14.4;       9.9;       5.6;       2.9;       9.8;
      1973;1991-2020;        46;       2.2;       2.5;         5;       9.2;      13.2;      16.3;      18.5;      18.2;      14.5;      10.2;       5.8;       3.1;       9.9;
      1975;1991-2020;        51;         2;       2.4;       4.8;         9;      12.9;        16;      18.3;        18;      14.3;       9.9;       5.6;       2.9;       9.6;
      1979;1991-2020;        46;       1.9;       2.4;         5;       9.4;      13.5;      16.6;      18.8;      18.3;      14.5;       9.9;       5.6;       2.9;       9.9;
      1981;1991-2020;        51;       2.2;       2.6;       5.2;       9.6;      13.6;      16.5;      18.7;      18.3;      14.7;      10.2;       5.9;       3.1;        10;
      1986;1991-2020;        46;         2;       2.4;         5;       9.3;      13.4;      16.4;      18.6;      18.2;      14.4;       9.9;       5.7;       2.9;       9.9;
      1990;1991-2020;        46;       2.1;       2.5;         5;       9.2;      13.2;      16.2;      18.4;        18;      14.2;       9.8;       5.7;         3;       9.8;
      1993;1991-2020;        46;       2.3;       2.8;       5.7;       9.8;      13.7;      16.7;      18.7;      18.4;      14.5;      10.3;       6.2;       3.2;      10.2;
      2000;1991-2020;        46;       2.3;       3.1;       6.7;      10.9;        15;      18.3;      20.3;      19.7;      15.3;      10.5;       6.1;         3;      10.9;
      2005;1991-2020;        46;       1.3;       1.8;       4.5;         9;      13.2;      16.2;      18.2;      17.8;      13.8;       9.4;       5.1;       2.3;       9.4;
      2014;1991-2020;        51;       2.1;       2.6;       5.3;       9.5;      13.5;      16.6;      18.7;      18.4;      14.5;      10.2;         6;         3;        10;
      2023;1991-2020;        42;       -.4;        .5;       4.5;         9;      13.2;      16.7;      18.4;      18.1;      13.6;       8.8;       3.8;        .6;       8.9;
      2039;1991-2020;        51;       1.6;       2.2;       4.9;         9;        13;      16.2;      18.3;      18.4;      14.1;       9.7;       5.5;       2.6;       9.5;
      2044;1991-2020;        42;       -.3;        .3;       3.1;       7.3;      11.5;      14.7;      16.9;      16.7;      12.6;       8.1;       3.8;        .7;         8;
      2048;1991-2020;        46;       2.1;       2.4;       4.9;       9.1;        13;        16;      18.2;      17.9;      14.3;       9.9;       5.7;         3;       9.7;
      2053;1991-2020;        46;       -.5;        .1;       2.8;       7.2;      11.4;      14.6;      16.7;      16.4;      12.3;       7.9;       3.6;        .5;       7.8;
      2069;1991-2020;        46;      -2.5;      -1.8;       1.9;       6.5;        11;      14.2;      15.9;      15.6;      11.3;         7;       2.1;      -1.2;       6.7;
      2074;1991-2020;        51;        .8;       1.5;       4.9;       8.8;      12.9;      16.4;      18.3;      17.9;      13.6;       9.4;       4.5;       1.7;       9.2;
      2078;1991-2020;        46;         2;       2.2;       4.5;       8.4;      12.3;      15.4;      17.7;      17.5;      14.2;        10;       5.7;         3;       9.4;
      2080;1991-2020;        46;       2.8;       3.8;       7.4;      11.6;      15.6;      18.8;      20.8;      20.4;        16;      11.3;       6.6;       3.6;      11.6;
      2081;1991-2020;        46;        .8;       1.4;       4.7;       8.6;      12.7;        16;        18;      17.8;      13.6;       9.5;       4.5;       1.7;       9.1;
      2083;1991-2020;        46;       2.7;       3.6;       7.3;      11.5;      15.5;      18.8;      20.7;      20.3;      15.9;      11.1;       6.5;       3.5;      11.4;
      2088;1991-2020;        46;       -.6;         0;       3.8;       8.3;      12.8;      16.2;      17.7;      17.2;      12.7;       8.4;       3.5;        .4;       8.4;
      2092;1991-2020;        46;        .1;        .6;       3.8;       7.7;      11.7;      14.9;        17;      16.6;      12.7;       8.5;       3.9;         1;       8.2;
      2095;1991-2020;        46;       2.2;         3;       6.8;        11;      15.1;      18.5;      20.2;      19.7;      15.2;      10.6;         6;         3;      10.9;
      2110;1991-2020;        51;       3.2;       3.6;       6.7;      10.1;      14.1;        17;        19;      18.5;      14.8;      10.9;       6.8;       3.9;      10.7;
      2115;1991-2020;        44;       3.8;       3.3;       4.6;       7.6;      11.2;      14.4;      17.2;      17.9;      15.7;      12.1;       8.1;       5.3;      10.1;
      2120;1991-2020;        46;       1.3;       1.9;       4.8;       9.4;      13.5;      16.6;      18.9;      18.6;      14.4;       9.8;       5.2;       2.3;       9.7;
      2122;1991-2020;        46;         2;       2.2;       4.5;       8.5;      12.3;      15.4;      17.6;      17.5;      14.2;        10;       5.7;         3;       9.4;
      2147;1991-2020;        46;       2.5;       3.1;         6;        10;      13.9;      16.9;      18.9;      18.5;      14.6;      10.4;       6.3;       3.4;      10.4;
      2151;1991-2020;        46;        .9;       1.6;       4.8;       9.2;      13.3;      16.5;      18.5;      18.1;      13.9;       9.3;         5;       1.8;       9.4;
      2159;1991-2020;        46;        .9;       1.6;       5.2;       9.2;      13.3;      16.7;      18.5;      18.1;      13.8;       9.4;       4.7;       1.7;       9.4;
      2160;1991-2020;        46;        .2;         1;       4.1;       8.5;      12.7;        16;      18.1;      17.7;      13.4;       8.8;       4.4;       1.2;       8.8;
      2166;1991-2020;        46;       -.4;        .5;       3.7;       8.6;      12.9;      16.3;      18.2;      17.9;      13.6;       8.9;       4.3;        .7;       8.8;
      2167;1991-2020;        46;       1.3;       1.9;         5;       8.9;      12.8;      16.2;      18.1;      17.5;      13.4;       9.2;         5;       2.1;       9.3;
      2171;1991-2020;        51;        .8;       1.4;       4.6;       8.8;      12.9;      16.2;      18.1;      17.7;      13.4;         9;       4.7;       1.7;       9.1;
      2173;1991-2020;        46;       3.3;       3.8;       6.6;      10.5;      14.2;      17.2;      19.1;      18.5;      14.8;      10.8;       6.9;         4;      10.8;
      2174;1991-2020;        42;        .7;       1.4;       4.4;       8.9;        13;        16;      18.1;      17.8;      13.6;       9.2;       4.9;       1.7;       9.1;
      2201;1991-2020;        42;       1.5;       1.6;       3.5;       7.5;      11.8;      15.5;        18;      18.2;      14.8;      10.2;       5.9;       2.8;       9.3;
      2206;1991-2020;        46;         2;       2.5;       5.3;       9.6;      13.4;      16.4;      18.4;      18.2;      14.4;      10.1;       5.9;       2.9;       9.9;
      2211;1991-2020;        51;       1.5;         2;       5.3;       9.3;      13.2;        16;      18.1;      17.6;      13.7;       9.5;       5.2;       2.3;       9.4;
      2223;1991-2020;        46;        .3;        .9;       4.6;         9;      13.1;      16.4;      18.3;      17.9;      13.5;       8.9;       4.4;       1.2;         9;
      2225;1991-2020;        46;       -.7;        .1;       3.3;       8.1;      12.5;      15.8;      17.7;      17.4;        13;       8.5;       3.7;        .4;       8.3;
      2226;1991-2020;        46;      -1.5;       -.9;       2.4;         7;      11.3;      14.6;      16.5;      16.3;        12;       7.4;       2.5;       -.6;       7.2;
      2228;1991-2020;        46;       -.8;       -.5;       2.5;       6.2;      10.2;      13.9;      15.7;      15.3;      11.3;       7.6;         3;        .1;         7;
      2250;1991-2020;        46;      -1.4;       -.6;       3.1;       7.9;      12.7;      16.1;      17.7;      17.2;      12.6;       7.9;         3;       -.2;         8;
      2252;1991-2020;        42;       -.3;        .7;       3.9;       8.8;      13.2;      16.5;      18.4;        18;      13.6;       9.1;       4.5;        .8;       8.9;
      2260;1991-2020;        46;       -.9;       -.3;       3.2;       7.9;      12.3;      15.7;      17.6;      17.2;      12.7;         8;       3.4;        .1;       8.1;
      2261;1991-2020;        51;      -1.3;       -.6;         3;       7.8;      12.1;      15.3;      17.3;        17;      12.5;       7.8;         3;       -.3;       7.8;
      2264;1991-2020;        46;        .9;       1.4;       4.5;       8.6;      12.5;      15.7;      17.6;      17.2;      13.3;       8.9;       4.9;       1.9;       8.9;
      2268;1991-2020;        46;        .6;       1.4;         5;       9.5;      13.8;      17.1;        19;      18.5;        14;       9.2;       4.6;       1.5;       9.5;
      2289;1991-2020;        46;       1.2;       1.9;       4.8;       9.6;        14;      17.3;      19.4;      18.8;      14.7;       9.7;       5.2;       2.2;       9.9;
      2290;1991-2020;        51;       -.5;       -.2;         3;         7;        11;      14.5;      16.3;      16.3;      12.1;       8.3;       3.6;        .6;       7.6;
      2302;1991-2020;        46;        .6;       1.2;       4.4;       8.8;      12.9;      16.3;      18.3;        18;      13.8;       9.2;       4.5;       1.5;       9.1;
      2303;1991-2020;        51;       1.7;       1.9;       4.3;         8;        12;      15.1;      17.4;      17.1;      13.6;       9.4;       5.2;       2.6;       8.9;
      2306;1991-2020;        51;       1.9;       2.2;       4.3;         8;      11.9;      15.4;      17.7;      17.6;      14.3;      10.1;       5.9;         3;       9.3;
      2315;1991-2020;        42;        .7;       1.6;       4.6;       9.5;      14.2;      17.5;      19.6;        19;      14.4;       9.5;       4.8;       1.8;       9.8;
      2318;1991-2020;        46;        .9;       1.4;       4.4;       8.3;      12.4;      15.6;      17.6;      17.2;      13.2;         9;       4.6;       1.7;       8.9;
      2319;1991-2020;        51;       -.7;        .1;       3.9;       8.3;      12.6;      16.1;      17.8;      17.4;      12.9;       8.5;       3.3;        .1;       8.3;
      2323;1991-2020;        42;       1.8;       2.3;       5.3;       9.6;      13.5;      16.5;      18.5;      18.2;      14.2;       9.8;       5.6;       2.7;       9.8;
      2324;1991-2020;        46;         0;        .6;       3.3;       7.5;      11.5;      14.5;      16.5;      16.2;      12.5;       8.4;         4;        .9;         8;
      2327;1991-2020;        46;        .9;       1.5;         5;       9.2;      13.2;      16.3;      18.3;      17.9;      13.8;       9.2;       4.8;       1.7;       9.3;
      2331;1991-2020;        46;       1.9;       2.6;       5.9;       9.8;      13.8;      17.2;        19;      18.3;      14.1;       9.9;       5.6;       2.7;        10;
      2338;1991-2020;        46;       2.7;       3.1;       5.8;       9.8;      13.6;      16.5;      18.5;      18.1;      14.5;      10.3;       6.3;       3.5;      10.2;
      2344;1991-2020;        46;      -1.1;       -.6;       2.9;       7.5;      11.9;      15.2;      16.9;      16.6;      12.3;       7.8;       3.1;       -.2;       7.7;
      2349;1991-2020;        46;      -1.6;      -1.6;       1.1;       4.5;       8.9;      12.3;      14.1;      14.1;      10.2;       6.6;       1.9;       -.6;       5.8;
      2354;1991-2020;        46;        .6;       1.6;       4.7;       9.6;      14.1;      17.4;      19.4;      19.1;      14.5;       9.7;         5;       1.7;       9.8;
      2360;1991-2020;        46;       -.3;        .7;       4.6;       9.2;      13.6;        17;      18.7;      18.3;      13.7;         9;       3.9;        .7;       9.1;
      2362;1991-2020;        42;       1.3;       1.9;       5.2;       9.2;      12.9;      15.9;      17.9;      17.6;      13.7;       9.5;       5.1;         2;       9.4;
      2374;1991-2020;        46;         2;       2.1;       4.2;       8.1;        12;      15.1;      17.4;      17.3;        14;       9.9;       5.8;         3;       9.2;
      2385;1991-2020;        42;         1;       1.6;       4.9;       8.8;      12.7;        16;        18;      17.4;      13.3;         9;       4.7;       1.8;       9.1;
      2388;1991-2020;        46;       2.5;       3.4;       7.1;      11.1;      15.2;      18.7;      20.4;      19.8;      15.4;      10.9;       6.2;       3.5;      11.2;
      2396;1991-2020;        46;        .8;       1.2;         4;       8.3;      12.4;      15.4;      17.7;      17.4;      13.3;       8.7;       4.8;       1.9;       8.8;
      2406;1991-2020;        46;       1.4;       2.1;       5.8;      10.2;      14.3;      17.8;      19.5;      19.1;      14.7;        10;       5.4;       2.3;      10.2;
      2409;1991-2020;        46;       -.2;        .9;       4.9;       9.6;        14;      17.2;      19.1;      18.7;        14;       9.2;       4.1;        .8;       9.3;
      2410;1991-2020;        42;         0;        .9;       4.9;       9.6;      14.1;      17.4;      19.1;      18.8;        14;       9.2;       4.2;        .9;       9.4;
      2417;1991-2020;        46;       -.6;        .2;         4;       8.5;      12.8;      16.2;      17.8;      17.5;      13.1;       8.6;       3.5;        .3;       8.5;
      2422;1991-2020;        46;       1.8;       2.3;       5.1;         9;      12.8;      15.8;      17.7;      17.3;      13.6;       9.7;       5.6;       2.6;       9.4;
      2429;1991-2020;        42;       1.9;       2.1;       4.5;       8.5;      12.4;      15.5;      17.7;      17.5;        14;       9.7;       5.5;       2.8;       9.3;
      2437;1991-2020;        42;       1.7;       1.9;       4.1;         8;        12;      15.2;      17.5;      17.3;      13.8;       9.6;       5.4;       2.6;       9.1;
      2444;1991-2020;        51;       1.7;       2.5;       5.7;      10.1;      14.3;      17.7;      19.7;      19.1;      14.6;      10.1;       5.6;       2.6;      10.3;
      2451;1991-2020;        46;        .9;       1.8;       4.9;       9.8;      14.3;      17.7;      19.7;      19.3;      14.7;       9.7;         5;         2;        10;
      2456;1991-2020;        46;       2.7;       2.9;       5.2;       8.9;      12.6;      15.5;      17.8;      17.6;      14.5;      10.4;       6.3;       3.5;       9.8;
      2464;1991-2020;        46;       2.1;       2.5;         5;       9.2;      13.2;      16.1;      18.3;      17.9;      14.3;       9.9;       5.7;         3;       9.8;
      2474;1991-2020;        46;       3.3;       3.8;       6.7;      10.3;      13.9;      16.8;      18.7;      18.3;      14.8;      10.9;       6.8;       4.1;      10.7;
      2475;1991-2020;        46;        .8;       1.6;       4.7;       9.6;      14.1;      17.4;      19.5;        19;      14.5;       9.6;       4.9;       1.8;       9.8;
      2480;1991-2020;        51;       2.3;         3;       6.4;      10.7;      14.9;      18.3;      20.2;      19.7;      15.1;      10.5;         6;         3;      10.8;
      2483;1991-2020;        51;      -1.8;      -1.5;       1.2;       5.4;       9.3;      12.2;      14.3;      14.1;      10.5;       6.3;       2.1;       -.8;       5.9;
      2485;1991-2020;        42;        .3;        .9;       4.5;       8.6;      12.9;      16.4;      18.2;      17.8;      13.3;       8.9;       4.2;       1.1;       8.9;
      2486;1991-2020;        42;       1.9;       2.5;       5.8;        10;        14;      17.4;      19.3;      18.8;      14.4;        10;       5.6;       2.7;      10.2;
      2488;1991-2020;        46;       -.5;        .5;       4.4;       8.8;        13;      16.5;      18.2;      17.9;      13.4;       8.7;       3.6;        .4;       8.7;
      2494;1991-2020;        46;       3.3;       3.7;       6.5;      10.3;      14.1;      16.9;      18.9;      18.4;      14.9;      10.9;       6.8;       3.9;      10.7;
      2497;1991-2020;        51;        .9;       1.3;       4.1;       7.6;      11.4;      14.6;      16.6;      16.3;      12.7;       8.8;       4.7;       1.8;       8.3;
      2502;1991-2020;        46;         0;        .6;       3.6;       7.8;      11.8;        15;        17;      16.8;      12.7;       8.5;         4;         1;       8.3;
      2503;1991-2020;        46;       -.5;        .1;       3.4;       7.8;      11.9;      15.1;        17;      16.7;      12.6;       8.1;       3.6;        .4;         8;
      2506;1991-2020;        46;        .3;       1.2;       4.4;       9.2;      13.6;      16.9;        19;      18.6;      14.2;       9.4;       4.8;       1.4;       9.4;
      2521;1991-2020;        46;       -.1;        .8;       4.9;       9.6;        14;      17.5;      19.1;      18.6;      13.9;         9;         4;        .9;       9.3;
      2522;1991-2020;        46;       2.5;       3.5;       7.2;      11.3;      15.4;      18.9;      20.9;      20.4;      15.8;      11.1;       6.3;       3.3;      11.4;
      2532;1991-2020;        46;       1.1;       1.8;       5.1;       9.5;      13.3;      16.4;      18.4;      18.1;        14;       9.4;       5.1;         2;       9.5;
      2533;1991-2020;        46;       1.2;       1.9;       5.2;       9.5;      13.4;      16.5;      18.5;      18.2;        14;       9.5;       5.2;       2.1;       9.6;
      2542;1991-2020;        51;       -.9;       -.6;       3.2;       7.1;      11.9;      15.2;        17;      16.6;      12.3;       8.1;         3;       -.2;       7.7;
      2543;1991-2020;        46;       -.2;        .5;       4.4;       8.8;      13.1;      16.7;      18.3;      18.1;      13.4;       8.9;       3.8;        .7;       8.9;
      2546;1991-2020;        46;       2.7;       3.7;       7.5;      11.5;      15.6;      19.1;      20.9;      20.5;        16;      11.3;       6.5;       3.7;      11.6;
      2559;1991-2020;        51;       -.8;       -.1;       3.8;       7.8;      12.2;      15.8;      17.4;      17.1;      12.8;       8.6;       3.4;        .2;       8.2;
      2564;1991-2020;        51;       2.1;       2.4;       4.5;       8.1;        12;      15.3;      17.7;      17.5;      14.2;      10.1;       5.8;       3.1;       9.4;
      2565;1991-2020;        46;       1.9;       2.1;       4.3;       8.1;      12.1;      15.3;      17.6;      17.5;      14.2;       9.9;       5.7;       2.9;       9.3;
      2575;1991-2020;        42;        .4;       1.1;       4.7;         9;      13.2;      16.6;      18.4;      18.1;      13.7;       9.1;       4.4;       1.4;       9.2;
      2578;1991-2020;        51;       1.5;       1.9;       4.3;       8.5;      12.6;      15.9;      18.2;      18.2;      14.6;      10.1;       5.6;       2.6;       9.5;
      2597;1991-2020;        51;        .7;       1.4;       5.1;       9.5;      13.5;      16.8;      18.7;      18.2;      13.8;         9;       4.5;       1.4;       9.3;
      2600;1991-2020;        51;       1.4;       2.1;       5.8;      10.3;      14.7;      18.1;        20;      19.5;      14.7;       9.9;       5.2;       2.2;      10.3;
      2601;1991-2020;        51;      -1.6;      -1.1;         2;       6.3;      10.1;      13.3;      15.4;      15.2;      11.2;       6.8;       2.4;       -.5;       6.6;
      2609;1991-2020;        46;       1.6;       1.9;       4.3;       8.3;      12.4;      15.5;      17.8;      17.5;      13.9;       9.5;       5.3;       2.5;       9.2;
      2618;1991-2020;        51;      -2.2;      -1.6;       1.6;       6.3;      10.3;      13.5;      15.5;      15.3;      11.2;       6.6;       2.1;      -1.2;       6.4;
      2621;1991-2020;        46;         1;         2;       5.1;      10.1;      14.5;      17.8;      19.7;      19.2;      14.8;       9.7;       5.2;       2.1;      10.1;
      2627;1991-2020;        42;        .5;       1.5;       4.5;       9.4;      13.8;      17.2;      19.1;      18.7;      14.1;       9.4;       4.7;       1.6;       9.5;
      2629;1991-2020;        51;         3;       3.5;       6.3;        10;      13.6;      16.5;      18.5;      17.9;      14.6;      10.6;       6.6;       3.7;      10.3;
